买来用做PS和Pr等，性能非常强大，外观非常好看，很轻很薄，界面颜色很好看，很流畅，视网膜屏幕很不错，很舒适，比一般的IPS屏幕好很多，散热很好,0
按事情音质非常不错！屏幕分辨率焕然一新！第一次入手苹果生态！感觉好极了。键盘也很耐用爱了爱了。不管是办公还是商务，都非常适合。，电量:足够的电量能维持一天，外观:优雅且不失风范，性能:强大?,0
性能非常强大，外观非常好看，很轻很薄，界面颜色很好看，很流畅，可以做多用途，京东自营肯定有正品保障，质量很好，京东物流效率很好，好评,0
运行速度：非常快，屏幕效果：显示很细腻很爽啊！，散热性能：散热效果非常棒，外形外观：深空灰很帅比银色高级一些，轻薄程度：合适，男孩子来说不算重不是很厚,0
很流畅，用的很舒服，音质真的强，运行速度：很快，屏幕效果：Nice，散热性能：比intel版的安静，重度使用听不到风扇声，外形外观：比mbp 13 pro厚一点，但是也很好看,0
超薄，丝滑，运行给了，运行特别快，声音很大，给力，，散热性能：一点不发热。，屏幕效果：分辨率给力。，运行速度：快。边看电影听歌，打开一个文档1秒打开。,0
挺好的 ，效能相当的高，比原来的2019 i9快很多，热量也控制的很好，电池很耐用。,0
包装绝对结实，不担心任何运输问题，查过序列号了，绝对正品行货，这mac太漂亮了，触控bar，指纹锁，屏幕色彩真好，赶紧又下单了键盘膜，电脑夹，电脑包，tpye-c，哈哈，配齐了,0
人生第一台苹果笔记本，听到发布会那一刻起，就春心萌动价格有点高，左等右等终于可以购买了。应该算是第一批抢购到的用户吧！挺喜悦的用了几天下来，没感觉不适。速度非常快、做工精细、外放音乐效果完美，超级静音，基本听不见声音，电池也是一大特点，超级耐用，目前正在适应中,0
运行速度：运行Ps、Pr的速度提升明显快。，屏幕效果：更加细腻舒服。，散热性能：发热不明显。，外形外观：灰色的感觉很漂亮，macbookpro的材质都是一流水准。，轻薄程度：比上一代的要厚。,0
很棒，携带方便，第一次使用苹果，确实比一般的笔记本好用多了，卖家很给力，有好多不懂的，都一一解答,0
苹果的产品使用体验很好，这款笔记本本身配置相对较高，运行速度很快，再加之苹果的系统，很流畅。笔记本的外观延续苹果风格，个人比较喜好，很有质感，也很时尚。机器很薄，方便携带，键盘触感很好，屏幕清晰、柔和，不刺眼，正常运行是噪音不大，使用很满意。,0
买的苹果macbook pro，做工没的说了，懂行的都识货，价格都一样，懒得去专卖店了，快递非常给力，第一天下单，第二天就送到了，包装什么的都没问题，很喜欢。,0
我的电脑虽然说有些贵，但确实时。笔记本电脑的天花板。非常不错。反应特别快。你才菌型的时候几乎感受不到风扇的转动，非常安静。应用之间的切换非常流畅，而且是120赫兹的刷新率。在加上神奇效果的。动画效果。,0
很好，很不错，我也不太懂电脑，买苹果的应该没错了，16英寸的，屏幕挺宽广的，总之很喜欢。用了各种券，买下来2万的样子，还行吧。，运行速度：超快，屏幕效果：炫酷，散热性能：很棒，外形外观：漂亮,0
使用了一下午，总体感觉流畅，很安定，风扇一点都不转。深空灰颜色很喜欢，很显得大气稳重。音效也不错，13寸感觉不大不小刚刚好，很满意！,0
运行速度：挺快的，屏幕效果：很不错，散热性能：很好，外形外观：还可以，轻薄程度：有点厚，其他特色：电池很好，一晚上下来还有36%的电，棒棒的，键盘的敲起来，感觉很舒服，比我用的17年的air舒服?,0
已经买了两个了，这次买了送老婆了，老婆很喜欢，喜欢苹果的操作系统，运用很顺手，而且这个配置，运行速度还是可以的，屏幕效果和散热性能都不错，关键这个外观设计也是延续苹果一贯的风格，值得信赖。,0
电脑还好，买了14天，降价1000多,0
运行速度：运行速度特别快比我之前的windows系统电脑快很多，屏幕效果：传说中的视网膜显示非常棒，色彩亮丽平面设计非常棒，散热性能：散热性能非常好被动散热，外形外观：金属外壳经典的logo非常喜欢,0
屏幕效果：相当不错，画面非常细腻，颜色饱满，散热性能：正常使用未见发热，也无异声，外形外观：外观也很好看，深空灰的颜色很高尚，轻薄程度：重量正常吧，没有很轻，但是也不中，中规中矩，运行速度：M1PRO芯片自然不用说，运行飞快，总体来说，血赚,0
双十一买的，本来周日到，结果今天周五就到了，感谢快递小哥！！，很多代以前的bookpro换的这款，比想象中的要大很多，屏幕很清晰，略沉了一些，但可以接受，毕竟目前为止地表最强。，先用一段时间，再来评价性能。,0
第一次用MacBook pro，和windows 系统截然不同，很多都不太习惯，慢慢去适应，感觉就是很惊艳，用来剪辑视频应该很棒，，运行速度：还没体验，屏幕效果：很清晰，分辨率很高，散热性能：应该要用一段时间才知道,0
超级喜欢这款电脑，性能特别优越，芯片和配置都是顶级水平，玩游戏不用担心电脑运行困难，也不会发出响声，而且键盘用起来非常舒服，这种购物体验非常满意！，运行速度：非常快，屏幕效果：分辨率和图像非常清晰，散热性能：非常好，不响，外形外观：外形外观：灰色，非常适合商务使用,0
